Nombre,Precio,Velocidad,Modulos,Latencia (ns),Tipo,Cantidad_total,Rank
G.Skill Ripjaws V 32 GB,139.99,4600,"2,16",19.0,DDR4,32,635
Thermaltake TOUGHRAM XG RGB 16 GB,185.04,4600,"2,8",19.0,DDR4,16,636
G.Skill Trident Z RGB 16 GB,169.99,4600,"2,8",18.0,DDR4,16,637
Thermaltake TOUGHRAM XG RGB 16 GB,219.99,4600,"2,8",19.0,DDR4,16,638
G.Skill Trident Z Royal 16 GB,205.07,4600,"2,8",18.0,DDR4,16,639
Corsair Vengeance 64 GB,179.99,4400,"2,32",36.0,DDR5,64,640
G.Skill Ripjaws V 64 GB,209.99,4400,"2,32",19.0,DDR4,64,641
G.Skill Ripjaws V 32 GB,82.99,4400,"2,16",19.0,DDR4,32,642
G.Skill TridentZ RGB 32 GB,222.41,4400,"2,16",17.0,DDR4,32,643
G.Skill Trident Z RGB 32 GB,99.99,4400,"2,16",19.0,DDR4,32,644
Thermaltake TOUGHRAM 16 GB,178.33,4400,"2,8",19.0,DDR4,16,645
Thermaltake TOUGHRAM XG RGB 16 GB,157.34,4400,"2,8",19.0,DDR4,16,646
G.Skill Trident Z RGB 16 GB,139.57,4400,"2,8",18.0,DDR4,16,647
G.Skill Ripjaws V 16 GB,115.59,4400,"2,8",16.0,DDR4,16,648
Thermaltake TOUGHRAM RGB 16 GB,163.22,4400,"2,8",19.0,DDR4,16,649
Thermaltake TOUGHRAM 16 GB,151.99,4400,"2,8",19.0,DDR4,16,650
Thermaltake TOUGHRAM RGB 16 GB,173.07,4400,"2,8",19.0,DDR4,16,651
G.Skill Trident Z RGB 16 GB,173.98,4400,"2,8",16.0,DDR4,16,652
Thermaltake TOUGHRAM XG RGB 16 GB,149.38,4400,"2,8",19.0,DDR4,16,653
G.Skill Trident Z Royal 16 GB,163.21,4400,"2,8",18.0,DDR4,16,654
G.Skill Ripjaws V 16 GB,74.99,4400,"2,8",18.0,DDR4,16,655
G.Skill Trident Z Royal 16 GB,344.0,4400,"2,8",18.0,DDR4,16,656
G.Skill Trident Z 16 GB,119.95,4400,"2,8",19.0,DDR4,16,657
Patriot Viper 4 Blackout 16 GB,141.5,4400,"2,8",18.0,DDR4,16,658
G.Skill Ripjaws V 16 GB,116.68,4400,"2,8",17.0,DDR4,16,659
Corsair Vengeance RGB Pro 32 GB,828.0,4266,"4,8",19.0,DDR4,32,660
G.Skill Trident Z Royal 32 GB,245.3,4266,"2,16",17.0,DDR4,32,661
G.Skill Trident Z Royal 32 GB,258.04,4266,"2,16",16.0,DDR4,32,662
G.Skill Trident Z Royal 16 GB,145.77,4266,"2,8",19.0,DDR4,16,663
Kingston Fury Renegade RGB 16 GB,92.9,4266,"2,8",19.0,DDR4,16,664
G.Skill Trident Z RGB 16 GB,118.86,4266,"2,8",19.0,DDR4,16,665
G.Skill Trident Z Royal 16 GB,169.0,4266,"2,8",19.0,DDR4,16,666
G.Skill F4-4133C19Q-32GTZSWF 32 GB,635.09,4133,"4,8",19.0,DDR4,32,667
Corsair Vengeance LPX 32 GB,859.99,4133,"2,16",19.0,DDR4,32,668
Mushkin Redline Lumina 32 GB,159.79,4133,"2,16",19.0,DDR4,32,669
Mushkin Redline 32 GB,147.99,4133,"2,16",19.0,DDR4,32,670
Mushkin Redline Lumina 32 GB,84.99,4133,"2,16",19.0,DDR4,32,671
Mushkin Enhanced Redline Stiletto 16 GB,54.99,4133,"2,8",19.0,DDR4,16,672
Mushkin Redline Lumina 16 GB,67.01,4133,"2,8",19.0,DDR4,16,673
Mushkin Redline Lumina 16 GB,93.99,4133,"2,8",19.0,DDR4,16,674
Mushkin Redline 16 GB,82.99,4133,"2,8",19.0,DDR4,16,675
G.Skill Trident Z RGB 16 GB,166.82,4133,"2,8",17.0,DDR4,16,676
G.Skill Trident Z Royal 128 GB,459.26,4000,"4,32",18.0,DDR4,128,677
G.Skill Ripjaws V 128 GB,534.7,4000,"4,32",18.0,DDR4,128,678
G.Skill Trident Z Royal 64 GB,230.04,4000,"2,32",18.0,DDR4,64,679
Corsair Vengeance LPX 64 GB,219.99,4000,"4,16",18.0,DDR4,64,680
G.Skill Trident Z RGB 64 GB,422.04,4000,"8,8",18.0,DDR4,64,681
G.Skill Ripjaws V 64 GB,169.99,4000,"2,32",18.0,DDR4,64,682
G.Skill Trident Z RGB 64 GB,179.99,4000,"2,32",18.0,DDR4,64,683
G.Skill Ripjaws V 64 GB,467.73,4000,"8,8",15.0,DDR4,64,684
G.Skill Trident Z Royal Elite 64 GB,219.99,4000,"2,32",18.0,DDR4,64,685
Thermaltake TOUGHRAM XG RGB 64 GB,357.49,4000,"2,32",19.0,DDR4,64,686
G.Skill F4-4000C15Q-32GTRS 64 GB,703.14,4000,"8,8",15.0,DDR4,64,687
G.Skill Trident Z Neo 32 GB,89.99,4000,"2,16",18.0,DDR4,32,688
G.Skill Trident Z RGB 32 GB,204.97,4000,"2,16",19.0,DDR4,32,689
Corsair Vengeance LPX 32 GB,104.99,4000,"2,16",18.0,DDR4,32,690
Thermaltake TOUGHRAM XG RGB 32 GB,201.49,4000,"2,16",19.0,DDR4,32,691
G.Skill Trident Z RGB 32 GB,254.77,4000,"4,8",15.0,DDR4,32,692
G.Skill Ripjaws V 32 GB,107.96,4000,"4,8",18.0,DDR4,32,693
G.Skill Trident Z RGB 32 GB,399.0,4000,"4,8",17.0,DDR4,32,694
G.Skill Ripjaws V 32 GB,184.15,4000,"2,16",16.0,DDR4,32,695
Corsair Vengeance RGB Pro 32 GB,349.99,4000,"4,8",19.0,DDR4,32,696
G.Skill Trident Z Neo 32 GB,212.6,4000,"2,16",16.0,DDR4,32,697
Mushkin Redline 32 GB,140.99,4000,"2,16",18.0,DDR4,32,698
G.Skill Trident Z Royal 32 GB,104.99,4000,"2,16",18.0,DDR4,32,699
Corsair Vengeance RGB Pro SL 32 GB,124.99,4000,"2,16",18.0,DDR4,32,700
G.Skill Trident Z RGB 32 GB,84.99,4000,"2,16",18.0,DDR4,32,701
Corsair Vengeance LPX 32 GB,159.99,4000,"4,8",19.0,DDR4,32,702
Corsair Dominator Platinum RGB 32 GB,144.99,4000,"2,16",19.0,DDR4,32,703
TEAMGROUP T-Force Delta RGB 32 GB,84.99,4000,"2,16",18.0,DDR4,32,704
Corsair Vengeance RGB Pro 32 GB,316.76,4000,"2,16",18.0,DDR4,32,705
G.Skill Trident Z Royal Elite 32 GB,249.66,4000,"2,16",16.0,DDR4,32,706
Patriot Viper Elite II 32 GB,77.98,4000,"2,16",20.0,DDR4,32,707
G.Skill Trident Z Royal 32 GB,1112.32,4000,"4,8",18.0,DDR4,32,708
Corsair Vengeance RGB RT 32 GB,124.99,4000,"2,16",18.0,DDR4,32,709
G.Skill Ripjaws V 32 GB,178.81,4000,"4,8",17.0,DDR4,32,710
G.Skill Trident Z Royal 32 GB,279.08,4000,"4,8",17.0,DDR4,32,711
G.Skill F4-4000C18Q-32GTZ 32 GB,200.27,4000,"4,8",18.0,DDR4,32,712
Corsair Dominator Platinum RGB 32 GB,318.39,4000,"2,16",16.0,DDR4,32,713
G.Skill Trident Z Royal 32 GB,223.16,4000,"2,16",19.0,DDR4,32,714
G.Skill Ripjaws V 32 GB,169.99,4000,"2,16",16.0,DDR4,32,715
Mushkin Redline Lumina 32 GB,79.98,4000,"2,16",18.0,DDR4,32,716
G.Skill Trident Z RGB 32 GB,174.99,4000,"2,16",16.0,DDR4,32,717
G.Skill Ripjaws V 32 GB,189.99,4000,"4,8",15.0,DDR4,32,718
TEAMGROUP T-Force Xtreem ARGB 32 GB,140.88,4000,"2,16",18.0,DDR4,32,719
Corsair Dominator Platinum RGB 32 GB,149.99,4000,"2,16",18.0,DDR4,32,720
Corsair Vengeance RGB Pro 32 GB,229.99,4000,"2,16",18.0,DDR4,32,721
G.Skill Trident Z Royal 32 GB,449.0,4000,"4,8",17.0,DDR4,32,722
G.Skill Ripjaws V 32 GB,71.99,4000,"2,16",18.0,DDR4,32,723
Thermaltake TOUGHRAM XG RGB 32 GB,260.39,4000,"2,16",19.0,DDR4,32,724
G.Skill Trident Z Royal 32 GB,316.89,4000,"4,8",15.0,DDR4,32,725
G.Skill Ripjaws V 32 GB,182.08,4000,"2,16",17.0,DDR4,32,726
G.Skill Trident Z Royal 32 GB,228.61,4000,"2,16",17.0,DDR4,32,727
Mushkin Redline 32 GB,157.29,4000,"2,16",18.0,DDR4,32,728
G.Skill TridentZ RGB 32 GB,208.24,4000,"2,16",16.0,DDR4,32,729
Corsair Vengeance RGB Pro SL 16 GB,99.99,4000,"2,8",18.0,DDR4,16,730
G.Skill TridentZ RGB 16 GB,189.0,4000,"2,8",17.0,DDR4,16,731
Corsair Dominator Platinum RGB 16 GB,114.99,4000,"2,8",18.0,DDR4,16,732
Patriot Viper Elite II 16 GB,41.99,4000,"2,8",20.0,DDR4,16,733
G.Skill Trident Z RGB 16 GB,64.98,4000,"2,8",18.0,DDR4,16,734
Patriot Viper Venom RGB 16 GB,215.84,4000,"2,8",19.0,DDR4,16,735
Thermaltake TOUGHRAM 16 GB,130.88,4000,"2,8",19.0,DDR4,16,736
G.Skill Trident Z RGB 16 GB,99.99,4000,"2,8",16.0,DDR4,16,737
Corsair Dominator Platinum RGB 16 GB,109.99,4000,"2,8",19.0,DDR4,16,738
Mushkin Redline Lumina 16 GB,66.59,4000,"2,8",18.0,DDR4,16,739
G.Skill Trident Z Neo 16 GB,166.29,4000,"2,8",16.0,DDR4,16,740
Mushkin Enhanced Redline Stiletto 16 GB,52.99,4000,"2,8",18.0,DDR4,16,741
G.Skill Ripjaws V 16 GB,104.69,4000,"2,8",15.0,DDR4,16,742
G.Skill Trident Z 16 GB,1581.67,4000,"2,8",18.0,DDR4,16,743
Kingston Fury Renegade RGB 16 GB,86.78,4000,"2,8",19.0,DDR4,16,744
G.Skill Ripjaws V 16 GB,89.99,4000,"2,8",16.0,DDR4,16,745
Corsair Vengeance RGB Pro 16 GB,186.25,4000,"2,8",16.0,DDR4,16,746
G.Skill Ripjaws V 16 GB,49.99,4000,"2,8",18.0,DDR4,16,747
Corsair Vengeance LPX 16 GB,137.05,4000,"2,8",16.0,DDR4,16,748
Mushkin Redline 16 GB,61.68,4000,"2,8",18.0,DDR4,16,749
Corsair Dominator Platinum RGB 16 GB,208.71,4000,"2,8",16.0,DDR4,16,750
TEAMGROUP T-Force Xtreem ARGB 16 GB,85.0,4000,"2,8",18.0,DDR4,16,751
Corsair Vengeance LPX 16 GB,84.99,4000,"2,8",18.0,DDR4,16,752
G.Skill Trident Z RGB 16 GB,119.95,4000,"2,8",15.0,DDR4,16,753
G.Skill Trident Z Neo 16 GB,316.06,4000,"2,8",16.0,DDR4,16,754
Patriot Viper Steel 16 GB,116.26,4000,"2,8",16.0,DDR4,16,755
G.Skill Trident Z Royal 16 GB,139.22,4000,"2,8",17.0,DDR4,16,756
Thermaltake TOUGHRAM XG RGB 16 GB,179.99,4000,"2,8",19.0,DDR4,16,757
Corsair Vengeance LPX 16 GB,79.98,4000,"2,8",19.0,DDR4,16,758
G.Skill Trident Z 16 GB,129.0,4000,"2,8",18.0,DDR4,16,759
Thermaltake TOUGHRAM RC 16 GB,155.99,4000,"2,8",19.0,DDR4,16,760
Corsair Vengeance RGB Pro 16 GB,99.99,4000,"2,8",18.0,DDR4,16,761
Crucial Ballistix MAX RGB 16 GB,299.0,4000,"2,8",18.0,DDR4,16,762
Mushkin Redline Lumina 16 GB,68.9,4000,"2,8",18.0,DDR4,16,763
Thermaltake TOUGHRAM XG RGB 16 GB,169.99,4000,"2,8",19.0,DDR4,16,764
Corsair Vengeance RGB RT 16 GB,93.99,4000,"2,8",18.0,DDR4,16,765
G.Skill Trident Z Royal 16 GB,134.99,4000,"2,8",15.0,DDR4,16,766
G.Skill Trident Z Royal 16 GB,100.64,4000,"2,8",18.0,DDR4,16,767
PNY XLR8 Gaming EPIC-X RGB 16 GB,69.98,4000,"2,8",18.0,DDR4,16,768
Lexar Ares RGB 16 GB,81.68,4000,"2,8",18.0,DDR4,16,769
G.Skill Ripjaws V 16 GB,84.99,4000,"2,8",16.0,DDR4,16,770
Thermaltake TOUGHRAM 16 GB,105.59,4000,"2,8",19.0,DDR4,16,771
G.Skill Trident Z 16 GB,656.48,4000,"2,8",19.0,DDR4,16,772
Lexar Ares RGB 16 GB,92.13,3866,"2,8",18.0,DDR4,16,773
G.Skill Trident Z 16 GB,189.0,3866,"2,8",18.0,DDR4,16,774
G.Skill Trident Z Neo 16 GB,799.99,3800,"2,8",14.0,DDR4,16,775
Kingston FURY Beast 32 GB,108.31,3733,"2,16",19.0,DDR4,32,776
G.Skill Trident Z RGB 32 GB,299.0,3733,"2,16",17.0,DDR4,32,777
Patriot Viper Steel 16 GB,49.99,3733,"2,8",17.0,DDR4,16,778
Gigabyte AORUS RGB 16 GB,61.99,3733,"2,8",18.0,DDR4,16,779
Kingston FURY Beast 16 GB,62.0,3733,"2,8",19.0,DDR4,16,780
Corsair Vengeance RGB RT 256 GB,1533.51,3600,"8,32",18.0,DDR4,256,781
Corsair Vengeance LPX 256 GB,689.99,3600,"8,32",18.0,DDR4,256,782
G.Skill Trident Z Royal 256 GB,669.99,3600,"8,32",18.0,DDR4,256,783
G.Skill Trident Z RGB 256 GB,903.26,3600,"8,32",16.0,DDR4,256,784
G.Skill Trident Z Royal 256 GB,1499.0,3600,"8,32",18.0,DDR4,256,785
G.Skill Trident Z Neo 256 GB,619.99,3600,"8,32",18.0,DDR4,256,786
G.Skill Trident Z Royal 128 GB,1132.96,3600,"8,16",14.0,DDR4,128,787
Corsair Vengeance RGB Pro 128 GB,334.99,3600,"4,32",18.0,DDR4,128,788
G.Skill Trident Z Royal 128 GB,879.0,3600,"4,32",16.0,DDR4,128,789
G.Skill Trident Z RGB 128 GB,289.99,3600,"4,32",18.0,DDR4,128,790
G.Skill Trident Z Neo 128 GB,799.0,3600,"4,32",16.0,DDR4,128,791
Corsair Vengeance LPX 128 GB,267.99,3600,"4,32",18.0,DDR4,128,792
G.Skill Ripjaws V 128 GB,269.99,3600,"4,32",18.0,DDR4,128,793
Corsair Vengeance RGB RT 128 GB,334.99,3600,"4,32",18.0,DDR4,128,794
G.Skill Trident Z Royal 128 GB,349.99,3600,"4,32",18.0,DDR4,128,795
G.Skill F4-3600C17Q2-128GTZKK 128 GB,518.52,3600,"8,16",17.0,DDR4,128,796
G.Skill F4-3600C17Q2-128GTZSW 128 GB,494.28,3600,"8,16",17.0,DDR4,128,797
Kingston Fury Renegade RGB 128 GB,507.16,3600,"4,32",18.0,DDR4,128,798
G.Skill Trident Z Neo 128 GB,916.2,3600,"8,16",14.0,DDR4,128,799
Kingston FURY Beast 128 GB,333.38,3600,"4,32",18.0,DDR4,128,800
G.Skill Trident Z Neo 128 GB,309.99,3600,"4,32",18.0,DDR4,128,801
G.Skill Trident Z Royal 128 GB,339.99,3600,"4,32",18.0,DDR4,128,802
Corsair Dominator Platinum RGB 64 GB,249.99,3600,"4,16",18.0,DDR4,64,803
G.Skill Ripjaws V 64 GB,117.99,3600,"2,32",18.0,DDR4,64,804
Patriot Viper Steel RGB 64 GB,121.99,3600,"2,32",20.0,DDR4,64,805
Corsair Dominator Platinum RGB 64 GB,224.99,3600,"2,32",18.0,DDR4,64,806
Patriot Viper Elite II 64 GB,114.99,3600,"2,32",20.0,DDR4,64,807
TEAMGROUP T-Force Xtreem ARGB 64 GB,149.99,3600,"2,32",18.0,DDR4,64,808
Corsair Vengeance RGB RS 64 GB,154.99,3600,"2,32",18.0,DDR4,64,809
G.Skill Trident Z Neo 64 GB,149.99,3600,"2,32",18.0,DDR4,64,810
G.Skill Trident Z Royal 64 GB,172.99,3600,"2,32",18.0,DDR4,64,811
TEAMGROUP T-Create Expert 64 GB,124.99,3600,"2,32",18.0,DDR4,64,812
Corsair Vengeance RGB Pro SL 64 GB,149.99,3600,"2,32",18.0,DDR4,64,813
Kingston FURY Beast 64 GB,159.99,3600,"2,32",18.0,DDR4,64,814
G.Skill Trident Z Neo 64 GB,199.99,3600,"2,32",16.0,DDR4,64,815
TEAMGROUP T-Force Vulcan Z 64 GB,117.99,3600,"2,32",18.0,DDR4,64,816
Corsair Vengeance RGB Pro 64 GB,153.91,3600,"2,32",18.0,DDR4,64,817
G.Skill Trident Z Neo 64 GB,204.99,3600,"4,16",16.0,DDR4,64,818
Corsair Vengeance RGB Pro SL 64 GB,179.99,3600,"4,16",18.0,DDR4,64,819
Corsair Vengeance LPX 64 GB,152.99,3600,"4,16",18.0,DDR4,64,820
Patriot Viper 4 Blackout 64 GB,114.99,3600,"2,32",18.0,DDR4,64,821
Corsair Vengeance RGB Pro 64 GB,189.99,3600,"4,16",18.0,DDR4,64,822
Kingston HyperX Fury 64 GB,459.0,3600,"2,32",18.0,DDR4,64,823
G.Skill Ripjaws V 64 GB,142.99,3600,"4,16",18.0,DDR4,64,824
Corsair Vengeance LPX 64 GB,142.99,3600,"2,32",18.0,DDR4,64,825
TEAMGROUP T-Force Delta RGB 64 GB,134.99,3600,"2,32",18.0,DDR4,64,826
Mushkin Redline Lumina 64 GB,132.99,3600,"2,32",16.0,DDR4,64,827
Corsair Dominator Platinum RGB 64 GB,254.99,3600,"4,16",18.0,DDR4,64,828
G.Skill Trident Z RGB 64 GB,143.99,3600,"2,32",18.0,DDR4,64,829
Patriot Viper Steel 64 GB,139.99,3600,"2,32",18.0,DDR4,64,830
G.Skill Trident Z Neo 64 GB,507.09,3600,"4,16",16.0,DDR4,64,831
G.Skill Trident Z Neo 64 GB,478.88,3600,"4,16",14.0,DDR4,64,832
Mushkin Redline Lumina 64 GB,174.52,3600,"2,32",16.0,DDR4,64,833
Thermaltake TOUGHRAM XG RGB 64 GB,350.99,3600,"2,32",18.0,DDR4,64,834
Mushkin Redline Lumina 64 GB,129.99,3600,"2,32",18.0,DDR4,64,835
G.Skill Trident Z Royal 64 GB,605.17,3600,"8,8",14.0,DDR4,64,836
Kingston FURY Beast RGB 64 GB,159.99,3600,"2,32",18.0,DDR4,64,837
G.Skill Trident Z Royal 64 GB,214.99,3600,"2,32",16.0,DDR4,64,838
Mushkin Enhanced Redline Stiletto 64 GB,134.99,3600,"2,32",18.0,DDR4,64,839
Mushkin Redline 64 GB,264.79,3600,"2,32",16.0,DDR4,64,840
Thermaltake TOUGHRAM XG RGB 64 GB,539.99,3600,"2,32",18.0,DDR4,64,841
Kingston FURY Renegade 64 GB,259.0,3600,"4,16",16.0,DDR4,64,842
G.Skill Ripjaws V 64 GB,309.89,3600,"2,32",16.0,DDR4,64,843
Kingston FURY Beast 64 GB,188.5,3600,"4,16",18.0,DDR4,64,844
Timetec PINNACLE Konduit RGB 64 GB,143.98,3600,"2,32",18.0,DDR4,64,845
G.Skill Trident Z Royal 64 GB,169.99,3600,"2,32",18.0,DDR4,64,846
G.Skill Trident Z Neo 64 GB,518.11,3600,"8,8",14.0,DDR4,64,847
Mushkin Redline 64 GB,266.2,3600,"2,32",18.0,DDR4,64,848
Kingston Fury Renegade RGB 64 GB,303.7,3600,"4,16",16.0,DDR4,64,849
Corsair Vengeance RGB RT 64 GB,169.99,3600,"2,32",18.0,DDR4,64,850
G.Skill Trident Z RGB 64 GB,383.39,3600,"4,16",14.0,DDR4,64,851
G.Skill Trident Z Neo 64 GB,546.15,3600,"4,16",14.0,DDR4,64,852
G.Skill Trident Z Royal 64 GB,614.99,3600,"8,8",14.0,DDR4,64,853
G.Skill F4-3600C16Q2-64GTZSW 64 GB,358.97,3600,"8,8",16.0,DDR4,64,854
Corsair Dominator Platinum RGB 64 GB,264.99,3600,"4,16",16.0,DDR4,64,855
Mushkin Enhanced Redline Stiletto 64 GB,169.99,3600,"2,32",16.0,DDR4,64,856
Corsair Vengeance RGB RT 64 GB,199.99,3600,"4,16",18.0,DDR4,64,857
G.Skill Trident Z Royal 64 GB,209.99,3600,"2,32",16.0,DDR4,64,858
G.Skill Trident Z Royal 64 GB,281.37,3600,"4,16",16.0,DDR4,64,859
G.Skill TridentZ RGB 64 GB,683.23,3600,"8,8",14.0,DDR4,64,860
Corsair Vengeance RGB Pro SL 64 GB,194.99,3600,"4,16",18.0,DDR4,64,861
G.Skill Trident Z RGB 64 GB,799.0,3600,"8,8",16.0,DDR4,64,862
G.Skill Ripjaws V 64 GB,299.0,3600,"4,16",19.0,DDR4,64,863
G.Skill F4-3600C16Q2-64GTZKK 64 GB,360.29,3600,"8,8",16.0,DDR4,64,864
Kingston FURY Renegade 64 GB,219.99,3600,"2,32",18.0,DDR4,64,865
G.Skill Ripjaws V 64 GB,594.69,3600,"4,16",14.0,DDR4,64,866
Mushkin Redline Lumina 64 GB,147.68,3600,"2,32",18.0,DDR4,64,867
Kingston Fury Beast RGB Special Edition 32 GB,107.99,3600,"2,16",18.0,DDR4,32,868
G.Skill Trident Z Neo 32 GB,169.99,3600,"2,16",14.0,DDR4,32,869
G.Skill Trident Z Royal 32 GB,105.99,3600,"2,16",19.0,DDR4,32,870
Mushkin Enhanced Redline Stiletto 32 GB,79.99,3600,"2,16",16.0,DDR4,32,871
TEAMGROUP T-Force Xtreem ARGB 32 GB,169.99,3600,"2,16",14.0,DDR4,32,872
Patriot Viper Steel 32 GB,74.98,3600,"2,16",18.0,DDR4,32,873
Corsair Vengeance RGB Pro 32 GB,139.99,3600,"4,8",18.0,DDR4,32,874
G.Skill Ripjaws V 32 GB,97.99,3600,"4,8",16.0,DDR4,32,875
TEAMGROUP T-Force Vulcan Z 32 GB,59.99,3600,"2,16",18.0,DDR4,32,876
G.Skill Ripjaws V 32 GB,79.98,3600,"2,16",16.0,DDR4,32,877
Kingston Fury Renegade RGB 32 GB,135.75,3600,"2,16",16.0,DDR4,32,878
Corsair Vengeance LPX 32 GB,84.99,3600,"2,16",18.0,DDR4,32,879
Corsair Vengeance LPX 32 GB,94.99,3600,"2,16",16.0,DDR4,32,880
Corsair Vengeance LPX 32 GB,92.99,3600,"4,8",18.0,DDR4,32,881
TEAMGROUP T-Force Delta RGB 32 GB,69.98,3600,"2,16",18.0,DDR4,32,882
G.Skill Trident Z Neo 32 GB,119.99,3600,"4,8",18.0,DDR4,32,883
Patriot Viper 4 Blackout 32 GB,74.98,3600,"2,16",18.0,DDR4,32,884
Corsair Vengeance RGB RT 32 GB,99.99,3600,"2,16",16.0,DDR4,32,885
TEAMGROUP T-Create Expert 32 GB,60.99,3600,"2,16",18.0,DDR4,32,886
GOODRAM IRDM PRO 32 GB,128.65,3600,"2,16",18.0,DDR4,32,887
G.Skill Trident Z Neo 32 GB,84.99,3600,"2,16",18.0,DDR4,32,888
G.Skill Ripjaws V 32 GB,67.99,3600,"2,16",18.0,DDR4,32,889
Corsair Vengeance RGB Pro SL 32 GB,86.86,3600,"2,16",18.0,DDR4,32,890
Corsair Vengeance RGB Pro SL 32 GB,92.99,3600,"2,16",18.0,DDR4,32,891
Corsair Dominator Platinum RGB 32 GB,179.99,3600,"4,8",18.0,DDR4,32,892
Corsair Vengeance RGB Pro SL 32 GB,129.99,3600,"4,8",18.0,DDR4,32,893
Corsair Dominator Platinum RGB 32 GB,119.99,3600,"2,16",18.0,DDR4,32,894
Corsair Vengeance RGB Pro 32 GB,124.99,3600,"4,8",18.0,DDR4,32,895
Kingston FURY Renegade 32 GB,138.91,3600,"2,16",16.0,DDR4,32,896
Corsair Vengeance LPX 32 GB,94.99,3600,"4,8",16.0,DDR4,32,897
G.Skill Trident Z RGB 32 GB,99.99,3600,"2,16",16.0,DDR4,32,898
Kingston FURY Beast 32 GB,94.99,3600,"2,16",18.0,DDR4,32,899
Corsair Vengeance RGB Pro SL 32 GB,82.99,3600,"2,16",18.0,DDR4,32,900
Patriot Viper Steel RGB 32 GB,84.99,3600,"2,16",20.0,DDR4,32,901
Corsair Vengeance LPX 32 GB,70.98,3600,"2,16",18.0,DDR4,32,902
Corsair Vengeance LPX 32 GB,81.99,3600,"2,16",18.0,DDR4,32,903
Corsair Vengeance RGB Pro 32 GB,97.99,3600,"2,16",18.0,DDR4,32,904
Corsair Vengeance RGB RS 32 GB,92.99,3600,"2,16",18.0,DDR4,32,905
Kingston FURY Beast RGB 32 GB,102.35,3600,"2,16",18.0,DDR4,32,906
Corsair Vengeance RGB RT 32 GB,99.99,3600,"2,16",18.0,DDR4,32,907
Lexar Ares RGB 32 GB,74.98,3600,"2,16",18.0,DDR4,32,908
G.Skill Ripjaws V 32 GB,69.99,3600,"2,16",18.0,DDR4,32,909
Corsair Vengeance RGB Pro 32 GB,144.99,3600,"4,8",16.0,DDR4,32,910
OLOy MD4U1636181CHKDA 32 GB,60.2,3600,"2,16",18.0,DDR4,32,911
PNY XLR8 32 GB,67.98,3600,"2,16",18.0,DDR4,32,912
TEAMGROUP T-Force Xtreem ARGB 32 GB,79.98,3600,"2,16",18.0,DDR4,32,913
Mushkin Redline 32 GB,248.99,3600,"2,16",16.0,DDR4,32,914
Corsair Vengeance RGB Pro 32 GB,94.05,3600,"2,16",18.0,DDR4,32,915
Kingston FURY Beast RGB 32 GB,115.4,3600,"2,16",18.0,DDR4,32,916
G.Skill Trident Z Neo 32 GB,89.99,3600,"2,16",16.0,DDR4,32,917
G.Skill Ripjaws V 32 GB,69.98,3600,"2,16",19.0,DDR4,32,918
Klevv BOLT X 32 GB,63.99,3600,"2,16",18.0,DDR4,32,919
G.Skill Ripjaws V 32 GB,184.99,3600,"2,16",14.0,DDR4,32,920
G.Skill Trident Z Neo 32 GB,154.99,3600,"2,16",16.0,DDR4,32,921
Timetec PINNACLE Konduit 32 GB,67.99,3600,"2,16",18.0,DDR4,32,922
Mushkin Redline Lumina 32 GB,101.63,3600,"2,16",16.0,DDR4,32,923
Klevv CRAS X RGB 32 GB,71.98,3600,"2,16",18.0,DDR4,32,924
OLOy Blade RGB 32 GB,62.99,3600,"2,16",18.0,DDR4,32,925
TEAMGROUP T-Force Xtreem ARGB 32 GB,84.99,3600,"2,16",18.0,DDR4,32,926
G.Skill Trident Z RGB 32 GB,81.99,3600,"2,16",18.0,DDR4,32,927
Kingston Fury Renegade RGB 32 GB,145.57,3600,"4,8",16.0,DDR4,32,928
G.Skill Trident Z Royal 32 GB,126.62,3600,"2,16",19.0,DDR4,32,929
G.Skill Trident Z RGB 32 GB,189.71,3600,"2,16",14.0,DDR4,32,930
G.Skill Trident Z Royal 32 GB,138.13,3600,"2,16",18.0,DDR4,32,931
V-Color Prism Pro 32 GB,64.99,3600,"2,16",18.0,DDR4,32,932
Corsair Vengeance RGB Pro 32 GB,138.16,3600,"4,8",18.0,DDR4,32,933
Mushkin Redline Lumina 32 GB,124.65,3600,"2,16",16.0,DDR4,32,934
G.Skill F4-3600C17D-32GTZSW 32 GB,166.0,3600,"2,16",17.0,DDR4,32,935
G.Skill Ripjaws V 32 GB,174.99,3600,"4,8",18.0,DDR4,32,936
Thermaltake TOUGHRAM XG RGB 32 GB,408.7,3600,"2,16",18.0,DDR4,32,937
G.Skill Trident Z Royal 32 GB,179.99,3600,"2,16",14.0,DDR4,32,938
Kingston FURY Beast 32 GB,111.8,3600,"4,8",18.0,DDR4,32,939
G.Skill Trident Z RGB 32 GB,215.0,3600,"2,16",17.0,DDR4,32,940
Mushkin Redline 32 GB,88.64,3600,"2,16",16.0,DDR4,32,941
Mushkin Redline Lumina 32 GB,72.98,3600,"2,16",18.0,DDR4,32,942
G.Skill Trident Z Royal Elite 32 GB,244.99,3600,"4,8",16.0,DDR4,32,943
Kingston FURY Renegade 32 GB,139.94,3600,"4,8",16.0,DDR4,32,944
Mushkin Enhanced Redline Stiletto 32 GB,72.99,3600,"2,16",18.0,DDR4,32,945
G.Skill Sniper X 32 GB,82.89,3600,"2,16",19.0,DDR4,32,946
